0 0.0998555 0.0999651 0.0996193 0.0989848
0.05 0.175628 0.203777 0.227798 0.300508
0.1 0.263742 0.333773 0.358947 0.442424
0.15 0.354221 0.487518 0.49203 0.558388
0.2 0.435531 0.621939 0.620799 0.649404
0.25 0.502721 0.718988 0.717024 0.719378
0.3 0.554413 0.786493 0.787779 0.769074
0.35 0.596609 0.833209 0.837595 0.808871
0.4 0.630298 0.867769 0.876478 0.843223
0.45 0.660006 0.889657 0.901129 0.865914
0.5 0.68218 0.907975 0.920406 0.890152
0.55 0.701395 0.921631 0.934721 0.900152
0.6 0.717757 0.933104 0.945666 0.915533
0.65 0.734318 0.942222 0.954124 0.923617
0.7 0.747071 0.948264 0.961669 0.933858
0.75 0.759268 0.954465 0.965768 0.941586
0.8 0.769578 0.958543 0.970704 0.947335
0.85 0.778762 0.962729 0.974086 0.950076
0.9 0.788289 0.965836 0.976916 0.957145
0.95 0.794713 0.968813 0.980635 0.960774
1 0.802959 0.971612 0.982183 0.964353
1.05 0.809382 0.973504 0.983642 0.967513
1.1 0.816471 0.975484 0.985806 0.968782
1.15 0.821334 0.976573 0.986466 0.969657
1.2 0.828516 0.978991 0.988122 0.974239
1.25 0.833124 0.97967 0.989423 0.974112
1.3 0.837511 0.980803 0.990032 0.977005
1.35 0.841543 0.98205 0.990723 0.977881
1.4 0.846995 0.983348 0.991459 0.979137
1.45 0.851675 0.983485 0.992354 0.980799
1.5 0.855061 0.984995 0.993166 0.982081
1.55 0.859086 0.984929 0.99297 0.982551
1.6 0.862277 0.986093 0.993877 0.982944
1.65 0.865047 0.986677 0.993731 0.985076
1.7 0.869017 0.987372 0.994467 0.985228
1.75 0.8723 0.988067 0.99453 0.98618
1.8 0.87432 0.988461 0.995209 0.986345
1.85 0.877584 0.989057 0.995222 0.986104
1.9 0.880133 0.989064 0.995419 0.987411
1.95 0.882183 0.989841 0.995615 0.988934
2 0.884459 0.989797 0.995914 0.988706
