0 0.099791 0.0994644 0.1 0.0988235
0.05 0.210353 0.342619 0.549412 0.738188
0.1 0.296397 0.505415 0.752812 0.919694
0.15 0.365779 0.601942 0.839188 0.966494
0.2 0.420121 0.671642 0.892235 0.986141
0.25 0.46154 0.715939 0.924071 0.992282
0.3 0.498378 0.753549 0.942965 0.995929
0.35 0.527698 0.784102 0.958176 0.997624
0.4 0.560403 0.807734 0.968341 0.998729
0.45 0.586044 0.825821 0.976118 0.999294
0.5 0.608616 0.836922 0.9806 0.999506
0.55 0.627928 0.854185 0.984976 0.999671
0.6 0.646291 0.866327 0.986812 0.999671
0.65 0.66227 0.87452 0.989412 0.999788
0.7 0.672231 0.882825 0.991376 0.999882
0.75 0.688569 0.892107 0.992224 0.999906
0.8 0.702911 0.89784 0.993906 0.999859
0.85 0.714686 0.904785 0.994176 0.999976
0.9 0.726629 0.909247 0.995412 0.999929
0.95 0.734127 0.915774 0.995635 0.999953
1 0.746553 0.919235 0.996929 0.999976
1.05 0.751966 0.92362 0.996835 0.999976
1.1 0.763465 0.927934 0.997529 0.999906
1.15 0.769582 0.928099 0.997682 0.999976
1.2 0.778031 0.932643 0.998071 0.999953
1.25 0.783418 0.934991 0.997847 1
1.3 0.792393 0.939294 0.998565 0.999976
1.35 0.796553 0.939294 0.998776 0.999976
1.4 0.803559 0.942466 0.998776 0.999953
1.45 0.806594 0.944915 0.998929 0.999953
1.5 0.814266 0.948317 0.998906 0.999929
1.55 0.81783 0.948817 0.998953 0.999906
1.6 0.822031 0.951083 0.999271 0.999953
1.65 0.825802 0.951424 0.999129 0.999976
1.7 0.831021 0.954403 0.999153 0.999953
1.75 0.834051 0.955132 0.999471 0.999953
1.8 0.840489 0.955998 0.999212 0.999976
1.85 0.841678 0.959158 0.999565 0.999882
1.9 0.846129 0.95834 0.999318 0.999906
1.95 0.849788 0.960995 0.999482 0.999929
2 0.852267 0.960653 0.999553 0.999882
