0 0.1 0.0995122 0.0994152
0.05 0.195298 0.198976 0.20963
0.1 0.268532 0.272595 0.279942
0.15 0.333073 0.33521 0.362105
0.2 0.386795 0.396078 0.409142
0.25 0.43398 0.431698 0.462534
0.3 0.470224 0.465844 0.51154
0.35 0.503834 0.503259 0.517797
0.4 0.527395 0.544185 0.559844
0.45 0.553893 0.572293 0.58614
0.5 0.578561 0.598488 0.626238
0.55 0.598844 0.61279 0.652593
0.6 0.61421 0.643659 0.655809
0.65 0.639029 0.64922 0.674386
0.7 0.652132 0.674293 0.684951
0.75 0.668376 0.678927 0.707349
0.8 0.673073 0.701385 0.725828
0.85 0.692644 0.717307 0.735906
0.9 0.704561 0.735522 0.753938
0.95 0.715005 0.737541 0.764717
1 0.721088 0.748927 0.777524
1.05 0.735576 0.755063 0.804055
1.1 0.746444 0.775366 0.786433
1.15 0.750771 0.766439 0.785049
1.2 0.76462 0.77841 0.795185
1.25 0.769454 0.793268 0.815945
1.3 0.771185 0.788263 0.826979
1.35 0.774405 0.798361 0.826823
1.4 0.789888 0.801415 0.821072
1.45 0.794746 0.809785 0.833333
1.5 0.799966 0.817629 0.845984
1.55 0.801663 0.818546 0.848382
1.6 0.809273 0.842224 0.851481
1.65 0.815137 0.834722 0.85731
1.7 0.811873 0.835922 0.862456
1.75 0.821346 0.848556 0.860117
1.8 0.827732 0.850527 0.864639
1.85 0.829634 0.86601 0.859201
1.9 0.832415 0.862361 0.879786
1.95 0.837127 0.865873 0.87961
2 0.840151 0.862176 0.882495
