 64               64               
 64               61               
 64               9                
 64               2                
 64               66               
 64               71               
 64               77               
 64               0                
 64               67               
 64               47               
 64               58               
 64               51               
 64               57               
 64               55               
 64               56               
 64               60               
 64               62               
 64               63               
 64               73               
 64               76               
 64               65               
 64               80               
 64               53               
 64               31               
 64               7                
 64               8                
 64               12               
 64               6                
 64               3                
 64               10               
 61               64               
 61               61               
 61               66               
 61               71               
 61               77               
 61               72               
 61               47               
 61               58               
 61               51               
 61               57               
 61               56               
 61               60               
 61               62               
 61               59               
 61               63               
 61               73               
 61               76               
 61               65               
 61               54               
 61               31               
 61               22               
 61               12               
 61               6                
 61               10               
 9                64               
 9                2                
 9                77               
 9                47               
 9                58               
 9                56               
 9                60               
 9                62               
 9                76               
 9                65               
 9                7                
 9                8                
 9                12               
 9                6                
 9                10               
 2                64               
 2                9                
 2                2                
 2                77               
 2                0                
 2                1                
 2                81               
 2                50               
 2                45               
 2                57               
 2                55               
 2                56               
 2                60               
 2                62               
 2                76               
 2                65               
 2                80               
 2                53               
 2                31               
 2                7                
 2                8                
 2                12               
 2                6                
 2                3                
 2                5                
 2                4                
 2                43               
 2                10               
 2                29               
 2                11               
 66               64               
 66               61               
 66               66               
 66               70               
 66               71               
 66               77               
 66               74               
 66               72               
 66               75               
 66               67               
 66               52               
 66               44               
 66               47               
 66               58               
 66               51               
 66               57               
 66               56               
 66               60               
 66               68               
 66               62               
 66               63               
 66               73               
 66               76               
 66               65               
 66               54               
 70               66               
 70               70               
 70               71               
 70               77               
 70               74               
 70               72               
 70               75               
 70               67               
 70               69               
 70               56               
 70               60               
 70               68               
 70               63               
 70               73               
 70               76               
 70               65               
 70               19               
 70               12               
 70               6                
 70               16               
 70               10               
 71               64               
 71               61               
 71               66               
 71               70               
 71               71               
 71               77               
 71               74               
 71               72               
 71               75               
 71               69               
 71               47               
 71               58               
 71               51               
 71               57               
 71               55               
 71               56               
 71               60               
 71               62               
 71               63               
 71               73               
 71               76               
 71               65               
 71               54               
 71               31               
 71               22               
 71               7                
 71               12               
 71               6                
 71               15               
 71               10               
 77               64               
 77               61               
 77               9                
 77               2                
 77               66               
 77               70               
 77               71               
 77               77               
 77               74               
 77               72               
 77               78               
 77               0                
 77               1                
 77               81               
 77               50               
 77               75               
 77               67               
 77               52               
 77               45               
 77               47               
 77               58               
 77               51               
 77               57               
 77               56               
 77               60               
 77               68               
 77               62               
 77               63               
 77               73               
 77               76               
 77               65               
 77               54               
 77               80               
 77               53               
 77               7                
 77               8                
 77               12               
 77               6                
 77               16               
 77               13               
 77               79               
 77               3                
 77               5                
 77               4                
 77               15               
 77               10               
 74               66               
 74               70               
 74               71               
 74               77               
 74               74               
 74               72               
 74               75               
 74               52               
 74               69               
 74               56               
 74               60               
 74               73               
 74               76               
 74               65               
 74               54               
 74               19               
 74               12               
 74               6                
 74               16               
 74               13               
 74               79               
 74               10               
 72               61               
 72               66               
 72               70               
 72               71               
 72               77               
 72               74               
 72               72               
 72               78               
 72               81               
 72               75               
 72               67               
 72               52               
 72               69               
 72               56               
 72               60               
 72               68               
 72               63               
 72               73               
 72               76               
 72               65               
 72               54               
 72               46               
 72               12               
 72               6                
 72               13               
 72               79               
 72               14               
 72               32               
 72               42               
 78               77               
 78               72               
 78               78               
 78               81               
 78               75               
 78               52               
 78               45               
 78               73               
 78               76               
 78               6                
 78               13               
 78               79               
 78               4                
 78               43               
 78               14               
 78               32               
 78               42               
 0                64               
 0                2                
 0                77               
 0                0                
 0                1                
 0                81               
 0                50               
 0                80               
 0                31               
 0                7                
 0                8                
 0                12               
 0                6                
 0                3                
 0                10               
 1                2                
 1                77               
 1                0                
 1                1                
 1                81               
 1                50               
 1                45               
 1                80               
 1                6                
 1                3                
 1                5                
 1                4                
 81               2                
 81               77               
 81               72               
 81               78               
 81               0                
 81               1                
 81               81               
 81               50               
 81               75               
 81               52               
 81               45               
 81               80               
 81               6                
 81               13               
 81               79               
 81               5                
 81               4                
 81               43               
 81               14               
 81               42               
 50               2                
 50               77               
 50               0                
 50               1                
 50               81               
 50               50               
 50               52               
 50               45               
 50               44               
 50               51               
 50               57               
 50               48               
 50               49               
 50               56               
 50               80               
 50               46               
 50               12               
 50               43               
 50               32               
 50               42               
 75               66               
 75               70               
 75               71               
 75               77               
 75               74               
 75               72               
 75               78               
 75               81               
 75               75               
 75               67               
 75               52               
 75               69               
 75               56               
 75               60               
 75               63               
 75               73               
 75               76               
 75               65               
 75               54               
 75               12               
 75               6                
 75               13               
 75               79               
 75               4                
 75               14               
 75               32               
 75               42               
 67               64               
 67               66               
 67               70               
 67               77               
 67               72               
 67               75               
 67               67               
 67               52               
 67               69               
 67               56               
 67               60               
 67               68               
 67               62               
 67               59               
 67               63               
 67               65               
 67               54               
 52               66               
 52               77               
 52               74               
 52               72               
 52               78               
 52               81               
 52               50               
 52               75               
 52               67               
 52               52               
 52               69               
 52               45               
 52               44               
 52               47               
 52               58               
 52               51               
 52               57               
 52               56               
 52               60               
 52               62               
 52               59               
 52               63               
 52               73               
 52               76               
 52               65               
 52               54               
 52               80               
 52               46               
 52               53               
 52               31               
 52               12               
 52               43               
 52               14               
 52               32               
 52               42               
 52               41               
 52               40               
 52               30               
 52               39               
 52               34               
 52               27               
 52               26               
 52               33               
 52               15               
 52               29               
 52               28               
 52               38               
 52               35               
 69               70               
 69               71               
 69               74               
 69               72               
 69               75               
 69               67               
 69               52               
 69               69               
 69               58               
 69               57               
 69               56               
 69               60               
 69               68               
 69               62               
 69               59               
 69               63               
 69               73               
 69               65               
 69               54               
 69               46               
 69               12               
 69               6                
 69               13               
 69               79               
 45               2                
 45               77               
 45               78               
 45               1                
 45               81               
 45               50               
 45               52               
 45               45               
 45               44               
 45               47               
 45               51               
 45               57               
 45               48               
 45               49               
 45               56               
 45               76               
 45               46               
 45               31               
 45               12               
 45               6                
 45               4                
 45               43               
 45               14               
 45               32               
 45               42               
 45               41               
 45               40               
 45               30               
 45               39               
 45               26               
 45               33               
 45               29               
 45               28               
 44               66               
 44               50               
 44               52               
 44               45               
 44               44               
 44               47               
 44               58               
 44               51               
 44               57               
 44               62               
 44               63               
 44               65               
 44               54               
 44               46               
 44               12               
 44               43               
 44               32               
 44               42               
 44               41               
 44               40               
 44               30               
 44               39               
 44               27               
 44               26               
 44               33               
 44               29               
 44               38               
 44               35               
 47               64               
 47               61               
 47               9                
 47               66               
 47               71               
 47               77               
 47               52               
 47               45               
 47               44               
 47               47               
 47               58               
 47               51               
 47               57               
 47               48               
 47               49               
 47               56               
 47               60               
 47               62               
 47               63               
 47               73               
 47               65               
 47               54               
 47               46               
 47               31               
 47               43               
 47               32               
 47               42               
 47               41               
 47               40               
 47               30               
 47               39               
 47               27               
 47               26               
 47               33               
 47               29               
 47               38               
 58               64               
 58               61               
 58               9                
 58               66               
 58               71               
 58               77               
 58               52               
 58               69               
 58               44               
 58               47               
 58               58               
 58               51               
 58               57               
 58               56               
 58               60               
 58               62               
 58               59               
