# node id    kappa                theta                r                    x                    y                    z                    name                          
27           47.5779              2.08568              4.37788              121.738919247        158.28202793         10.7009714633        lh_inferiortemporal           
28           51.231               2.09476              4.22993              94.1772321429        128.213392857        32.2142857143        lh_pallidum                   
29           59.5869              2.14017              3.92774              90.6964642144        134.385229541        35.2321072141        lh_putamen                    
30           38.6835              2.14399              4.79179              174.99396085         140.411078717        17.0008329863        lh_lateraloccipital           
31           55.663               2.15371              4.06399              55.4035317201        135.091890124        30.6484630477        lh_lateralorbitofrontal       
32           69.4233              2.21888              3.62217              164.907027027        131.595366795        63.223011583         lh_superiorparietal           
33           52.638               2.23628              4.17574              100.052549544        158.339345357        29.5566688933        lh_superiortemporal           
34           27.064               2.53777              5.5062               71.38424821          140.233890215        5.80906921241        lh_temporalpole               
35           32.6234              2.56995              5.13256              91.4396051103        133.399535424        16.7816492451        lh_amygdala                   
36           4.12739              2.66077              9.26732              91.9923076923        135.278846154        6.87884615385        lh_entorhinal                 
37           11.5635              2.70544              7.20691              117.276412776        133.373464373        13.0282555283        lh_parahippocampal            
38           32.2727              2.72411              5.15417              111.939216058        134.708577921        18.937890551         lh_hyppocampus                
39           29.6329              2.8038               5.32484              157.095453177        124.612466125        17.3507979524        lh_lingual                    
40           38.4028              2.90139              4.80636              172.895032051        123.050480769        22.6706730769        lh_pericalcarine              
41           23.3159              2.98361              5.80434              176.137765593        120.447566827        33.8122001371        lh_cuneus                     
42           45.7299              3.15889              4.45711              156.843196544        120.003023758        55.607775378         lh_precuneus                  
43           23.0614              3.19032              5.82629              139.26367713         118.067264574        45.1165919283        lh_isthmuscingulate           
44           29.7799              3.31176              5.31495              180.26109215         103.782138794        32.5255972696        rh_cuneus                     
45           36.6784              3.50717              4.89824              157.228900256        101.807544757        55.8026427962        rh_precuneus                  
46           50.0375              3.54512              4.27707              112.467763535        86.8327912761        20.1402334035        rh_hyppocampus                
47           41.2767              3.55389              4.66202              177.35733882         101.600823045        23.2455418381        rh_pericalcarine              
48           14.9451              3.79247              6.69385              120.262916188        88.5154994259        15.4133180253        rh_parahippocampal            
49           12.6947              3.79583              7.02025              90.2764857881        85.3927648579        7.70284237726        rh_entorhinal                 
50           20.5848              3.82651              6.05351              138.938906752        102.790996785        42.8853161844        rh_isthmuscingulate           
51           48.4767              3.882                4.34045              160.693192133        98.3776096823        17.4                 rh_lingual                    
52           60.1296              4.14165              3.90961              164.479690815        90.5786602001        65.0321309488        rh_superiorparietal           
53           27.5889              4.2316               5.46779              90.373955774         88.9282555283        18.3582309582        rh_amygdala                   
54           35.2166              4.35037              4.97958              93.5282823041        91.9916969382        33.7872340426        rh_pallidum                   
55           14.1321              4.45368              6.80571              70.9113300493        79.9556650246        7.37931034483        rh_temporalpole               
56           59.8228              4.47594              3.91984              119.716610169        64.0555932203        10.1955932203        rh_inferiortemporal           
57           26.5441              4.61183              5.545                136.369148336        79.8054145516        11.6398759165        rh_fusiform                   
58           23.7103              4.70564              5.7708               176.989120782        83.0062166963        16.595026643         rh_lateraloccipital           
59           8.74904              4.72759              7.76473              112.413551402        69.9789719626        37.7289719626        rh_transversetemporal         
60           52.5047              4.80569              4.18081              111.160942957        57.9412107101        17.6161233993        rh_middletemporal             
61           22.0095              4.86183              5.91967              48.7466986795        67.8475390156        33.9795918367        rh_parsorbitalis              
62           20.8735              4.89045              6.02566              100.660780669        60.501394052         29.3533921933        rh_superiortemporal           
63           22.9395              4.93061              5.83689              92.2744186047        77.3378435518        38.5078224101        rh_insula                     
64           28.679               4.96178              5.39028              54.9881679389        86.1790076336        29.9374045802        rh_lateralorbitofrontal       
65           52.2583              5.0564               4.19022              89.4423956111        85.6185614142        36.0829015544        rh_putamen                    
66           22.4639              5.08315              5.8788               61.3245655237        64.3579145139        45.4720526069        rh_parstriangularis           
67           14.0163              5.11182              6.82217              129.847268673        63.7201783724        56.9614269788        rh_supramarginal              
68           9.02394              5.19691              7.70285              132.161257606        63.5720081136        33.7505070994        rh_bankssts                   
69           22.2449              5.32246              5.89839              160.569806493        72.6671997441        48.2386054694        rh_inferiorparietal           
70           20.3099              5.45385              6.0804               76.6193820225        66.7240168539        53.3286516854        rh_parsopercularis            
71           30.2684              5.48085              5.28241              50.0654485547        79.5977235285        60.6434027258        rh_rostralmiddlefrontal       
72           29.4199              5.54213              5.33927              105.850932712        74.8181212525        73.6972018654        rh_precentral                 
73           37.6422              5.59677              4.84636              110.134405303        101.089235301        36.5401988462        rh_thalamusproper             
74           22.3746              5.63843              5.88676              91.0907674328        78.763537203         81.5633034671        rh_caudalmiddlefrontal        
75           27.5979              5.69995              5.46714              121.43877551         72.6539115646        73.0790816327        rh_postcentral                
76           37.5267              5.7625               4.85251              83.2200151343        98.7410139992        46.4301929625        rh_caudate                    
77           50.9677              5.82313              4.24023              66.2728770406        99.0157256253        77.3134641306        rh_superiorfrontal            
78           17.5143              6.00713              6.37658              129.44424352         101.748040989        80.3200723327        rh_paracentral                
79           18.1247              6.11204              6.30806              130.721483555        117.580125962        82.9104268719        lh_paracentral                
80           27.3636              6.26554              5.48419              78.4309799789        102.874604847        30.7681770285        rh_accumbensarea              
81           18.7751              6.28051              6.23755              112.127129751        104.031454784        64.2817824377        rh_posteriorcingulate         
