# node id    kappa                theta                r                    x                    y                    z                    name                          
44           32.8607              2.10812              6.09106              36.9744058501        81.9934186472        49.6007312614        rh_rostralmiddlefrontal_2     
45           29.6867              2.16177              6.29421              102.780113177        77.7033144705        42.3047696039        rh_insula_1                   
46           31.5015              2.23613              6.17554              61.3412476723        64.4138733706        45.5288640596        rh_parstriangularis_1         
47           21.7563              2.26624              6.9158               80.903312444         76.8934646374        34.3500447628        rh_insula_2                   
48           81.1732              2.30723              4.28244              89.4423956111        85.6185614142        36.0829015544        rh_putamen                    
49           13.731               2.31227              7.8363               132.192964824        63.5015075377        33.7246231156        rh_bankssts_1                 
50           17.143               2.31482              7.39244              124.098328799        63.1912164788        53.6249514186        rh_supramarginal_2            
51           23.5197              2.40689              6.75994              132.181946403        57.3427362482        23.8194640339        rh_middletemporal_1           
52           14.0421              2.40833              7.79149              105.549467275        58.9353120244        54.0799086758        rh_postcentral_1              
53           24.3495              2.52985              6.69059              135.952745849        61.2247765006        12.4623243934        rh_inferiortemporal_2         
54           27.5225              2.55937              6.4456               163.408917197        73.5677282378        36.3927813163        rh_inferiorparietal_3         
55           17.3521              2.5713               7.36819              137.555732484        64.4325902335        61.6135881104        rh_supramarginal_1            
56           28.5443              2.67709              6.3727               165.794058409        73.8474320242        52.3479355488        rh_inferiorparietal_2         
57           31.9991              2.71144              6.1442               167.094710947        90.512300123         70.864698647         rh_superiorparietal_2         
58           49.4087              2.71782              5.27536              93.5282823041        91.9916969382        33.7872340426        rh_pallidum                   
59           28.1396              2.75752              6.40126              151.698658411        70.3405572755        58.4437564499        rh_inferiorparietal_1         
60           41.9867              2.82415              5.60091              150.075310559        87.4398291925        77.0046583851        rh_superiorparietal_1         
61           21.1514              2.83307              6.9722               89.5527272727        61.6393939394        54.7478787879        rh_precentral_1               
62           29.8889              2.85625              6.28064              103.350113379        69.4163265306        73.493877551         rh_precentral_2               
63           32.8374              3.00644              6.09248              59.2178714859        77.9615963855        68.4199297189        rh_rostralmiddlefrontal_1     
64           35.2378              3.03525              5.95137              127.622049597        77.866447565         80.5076187631        rh_postcentral_2              
65           31.8842              3.05577              6.15139              76.7469707769        66.7255880257        53.2416250891        rh_parsopercularis_1          
66           54.9801              3.11908              5.06167              83.2200151343        98.7410139992        46.4301929625        rh_caudate                    
67           50.8987              3.12814              5.21594              110.134405303        101.089235301        36.5401988462        rh_thalamusproper             
68           35.7382              3.16892              5.92317              91.185546875         78.771484375         81.544921875         rh_caudalmiddlefrontal_1      
69           33.4223              3.19609              6.05717              120.954859512        90.4030400737        88.2316904652        rh_precentral_3               
70           25.373               3.28517              6.60824              96.6739130435        96.8271221532        91.6055900621        rh_superiorfrontal_4          
71           23.4911              3.41454              6.76237              130.795031056        117.585921325        83.0358868185        lh_paracentral_1              
72           19.1055              3.44073              7.17566              129.545997611        101.761051374        80.3661887694        rh_paracentral_1              
73           28.5091              3.44615              6.37517              89.4105642257        100.557022809        85.3097238896        rh_superiorfrontal_3          
74           26.5302              3.50284              6.51905              112.00731383         104.063829787        64.3011968085        rh_posteriorcingulate_1       
75           39.246               3.51838              5.73591              122.903225806        122.808349146        90.9611005693        lh_precentral_1               
76           32.3988              3.60905              6.11937              96.6011303997        118.245054501        86.9297537344        lh_superiorfrontal_4          
77           35.9184              3.71964              5.91311              62.3393246187        98.401416122         82.2968409586        rh_superiorfrontal_2          
78           38.1226              3.83756              5.794                74.4112903226        122.718362283        85.6755583127        lh_superiorfrontal_3          
79           40.8722              3.8823               5.65471              54.8715932914        119.928721174        75.0990566038        lh_superiorfrontal_2          
80           38.6975              3.92568              5.76406              70.3466165414        142.112781955        74.7018796992        lh_rostralmiddlefrontal_1     
81           58.2227              4.15178              4.94706              84.1931170108        121.08574238         45.7803343166        lh_caudate                    
82           25.0731              4.17963              6.63202              139.617950755        128.701350278        89.4519459889        lh_postcentral_1              
83           41.225               4.35334              5.63752              94.429641965         138.739800167        81.6303080766        lh_caudalmiddlefrontal_1      
84           42.358               4.36063              5.5833               49.2450381679        140.334351145        63.9751908397        lh_rostralmiddlefrontal_2     
85           54.5742              4.47227              5.07649              111.078108703        120.867307915        36.3526480473        lh_thalamusproper             
86           26.4902              4.47267              6.52206              56.5360824742        151.424742268        49.8714776632        lh_parstriangularis_1         
87           70.8836              4.47719              4.55353              94.1772321429        128.213392857        32.2142857143        lh_pallidum                   
88           36.4788              4.5031               5.88215              75.3731556402        154.162303665        53.4716801523        lh_parsopercularis_1          
89           35.2718              4.71372              5.94944              121.457706767        136.292293233        87.6240601504        lh_precentral_2               
90           29.977               4.80418              6.27475              109.147875817        147.804738562        75.7254901961        lh_precentral_3               
91           48.3085              4.81694              5.3204               149.614463381        134.784431138        76.7761400276        lh_superiorparietal_1         
92           44.8909              4.85712              5.46714              164.359405941        132.338118812        67.2301980198        lh_superiorparietal_2         
93           13.94                4.93301              7.80608              125.156565657        148.138888889        80.0991161616        lh_postcentral_2              
94           21.8895              4.965                6.9036               159.221352313        150.345551601        53.043772242         lh_inferiorparietal_2         
95           24.6939              4.98022              6.6625               134.128444882        160.116633858        13.2007874016        lh_inferiortemporal_2         
96           20.4265              4.98627              7.04194              163.848278986        149.192028986        37.356884058         lh_inferiorparietal_1         
97           19.0965              5.0043               7.1766               140.665275995        155.109435173        63.6511553273        lh_supramarginal_2            
98           13.1268              5.04222              7.9263               109.442758023        160.303989592        57.6942758023        lh_postcentral_3              
99           19.4269              5.05366              7.14229              131.245144005        163.797052914        24.4802411253        lh_middletemporal_1           
100          15.6157              5.06175              7.57905              93.3734147487        156.255988727        58.3574448098        lh_precentral_4               
101          12.5759              5.11829              8.01204              131.438748914        160.834926151        33.0243266725        lh_bankssts_1                 
102          10.7204              5.1382               8.33131              123.280866426        157.376173285        56.074368231         lh_supramarginal_1            
103          20.8687              5.16967              6.99911              122.897974494        160.348837209        39.8057014254        lh_superiortemporal_1         
104          14.1857              5.25043              7.77115              111.335216573        150.766478343        37.5630885122        lh_transversetemporal_1       
105          45.2471              5.27421              5.45133              92.4748091603        162.623918575        13.4661577608        lh_middletemporal_2           
106          34.3646              5.27571              6.00156              104.123320158        143.036363636        40.0545454545        lh_insula_1                   
107          26.1675              5.32724              6.54657              150.832576249        142.894873459        11.5100584036        lh_fusiform_1                 
108          26.8165              5.37758              6.49757              169.118331717        146.1933398          16.7342386033        lh_lateraloccipital_2         
109          19.1009              5.46946              7.17614              80.1158663883        141.293319415        39.2599164927        lh_insula_2                   
110          24.916               5.49245              6.64459              52.3150074294        153.671619614        34.1664190193        lh_parsorbitalis_1            
111          86.4442              5.64229              4.15661              90.6964642144        134.385229541        35.2321072141        lh_putamen                    
112          32.1546              5.6734               6.1345               64.2506067961        139.297936893        30.4726941748        lh_lateralorbitofrontal_1     
113          21.4719              5.67551              6.94212              165.81927055         123.14697877         13.9020141535        lh_lingual_1                  
114          65.238               5.72477              4.71953              90.7154471545        157.434646654        25.3461538462        lh_superiortemporal_2         
115          38.4449              5.75958              5.77716              185.737656157        129.879833432        17.3712076145        lh_lateraloccipital_1         
116          54.0361              5.76858              5.09631              101.54890865         155.483427648        6.55133387227        lh_inferiortemporal_1         
117          35.0288              5.83203              5.96327              116.250494397        142.827949901        9.67699406724        lh_fusiform_2                 
118          31.4592              5.8549               6.17823              78.7635239567        117.984544049        29.9026275116        lh_accumbensarea              
119          28.13                5.9922               6.40194              71.319047619         140.285714286        5.82380952381        lh_temporalpole_1             
120          38.2646              5.99943              5.78656              91.5552256532        133.447149644        16.9168646081        lh_amygdala                   
121          4.65853              6.04246              9.99821              91.6393162393        134.545299145        7.41709401709        lh_entorhinal_1               
122          12.1037              6.0929               8.0886               116.986469865        133.403444034        12.9249692497        lh_parahippocampal_1          
123          37.781               6.12641              5.812                112.062190004        134.760396795        18.9883632201        lh_hyppocampus                
124          32.0469              6.19038              6.14121              146.318424566        126.430574099        21.5493991989        lh_lingual_2                  
125          57.1684              6.2205               4.98361              179.675652174        127.978695652        46.9673913043        lh_superiorparietal_3         
126          40.107               6.23182              5.69251              172.940938511        123.045307443        22.6383495146        lh_pericalcarine_1            
127          26.0545              6.23436              6.55523              176.144504749        120.432157395        33.710312076         lh_cuneus_1                   
